"Model name","EStructuralFeature count","EENum count","EClass count","EDataType count","EMFCompare matchCount","Diagnostic count"
"G.g4","25","1","17","7","8","0"
"P.g4","23","1","16","6","7","0"
"Json.g4","826","1","647","178","412","0"
"L.g4","14","1","9","4","6","0"
"CharSetTest.g4","32","1","22","9","12","0"
"Hello.g4","97","1","70","26","45","0"
"Issue42.g4","50","1","38","11","22","0"
"Issue57.g4","198","1","135","62","95","0"
"LangActionTest.g4","43","1","27","15","12","4"
